review_title,review_body
Lighthouse view,It maybe quite tiring for the elderly to climb up all the way to the lighthouse but is worth it because we rarely have such opportunity to go up to a lighthouse. 
Well spent early afternoon at Taejongdae,"We reached here closed to 1230pm with an empty stomach. Hence the first stop is to fill up the hunger. Once done, we headed into Taejongdae entrance. Note that the Danubi train ticket is sold further up the entrace. You need to hike up and you will eventually see the ticketing booth as well as people waiting in line for the train. If you feel like challenging the slopes within the park - go ahead and walk. Train will stop at observatory 1st and proceed with the lighthouse and lastly the temple. If you are in rush of time, head straight to lighthouse. You don’t need to alight altho they would suggest that you can walk for 2mins from observatory to lighthouse. At the lighthouse, head down to where the ahjummas are selling seafood while enjoying the magnificent sea view. Coming up is quite tiring but you can make small stops, breathe in some fresh airs, take a few more pictures and then continue on. "
A must-go scenic view,"Prepare for quite a bit of walking, comfy shoes are a must. Take the trains to the observatory, the sea view is breathtaking and it’s winter, try to be there early since the Sun sets by 5pm, perfect place to watch sunset. Once done, walk up the Lighthouse, here is where the killer steps come in, but it’s definitely worth the hike. Be sure to take pictures by the cliff further down below the lighthouse."
Taejongdae Park ,Taejongdae Park has magnificent cliffs facing the sea. Beware as you may do a lot of hiking! Hop onto the Danubi train if you are tired of walking.
Short but nice ride at Danubi Train,We made some walking and ride Danubi train going around. Good location to watch the sunset. We spent more time in waiting for our turn to ride that the time of the ride itself. 
Fresh air and Nice view,"Before you reach to Taejongdae, you must use train get up to the hill. Once you reach this spot. You have to walk about 20 mins to taejongdae. If for people in wheelchair are not suitable. Alot of stairs to the spot."
Get the train...,This is a scenic place but with a lot of walking to do. We caught the train and walked some parts and rode some parts. There are a few stops which is all worth it. 
Beautiful ,Worth coming. Take the train round the park and you can get Beautiful scenery. You can hop on and hop off train anytime.
Bluey waters and Bluey sea,Love this place in summer. A very loooong walk up to the lighthouse. Sweat lots amidst the strong cooling breeze. Great hiking session coupled with meditation along the way!! 
"Breezy, beautiful ocean sights but hot.....",Its a long upclimb(walk) to this place. Highly recommend to pay for the Danubi tram ride which goes along a designated route covering few attractions including this.The vast & open ocean view from here is beautiful. This is a big open space attraction with total exposure to the hot sun ( advisable to put on good sunblock as exposure to direct sun here can be quite long).Be prepared for a fair bit of walking & climbing. Esp if you also decided to go all the long way down ( & up later) to the coast level.But it's a good experience. Definitely recommend to visit this place when in Busan 
Beautiful view all around but a little tiring,"Taejongdae is a beautiful place to be at with nice scenery everywhere. However, it can get a little tiring with all the walking of stairs and the wind can be quite strong that I could not really take nice photos because my phone almost flew away haha. "
"Too late for the bus, pretty much too late for everything. But that didn't stop us from having a lovely walk","We arrived at the base of what is effectively a long walk up to and back down a significantly long hill. Along the way you find certain attractions, mainly views, along with a nice restaurant with a busker playing to one side. Because we arrived late, we basically had to hurry and in turn miss out on a few things. Be prepared, if one misses the bus, for a long and arduous walk. Well, it was fine, but if you are old age, think twice.Seems many of the locals come here as the road is besieged by cars, however there's not much parking near the attractions.Views are spectacular, as you can see by some of my - sadly - hand held images."
No Danubi train,"If you have trouble hiking up hills and stairs, you might think the train is a winner. It isn't. Just today, it failed to stop where it was supposed to, and failed to stop to pick up people who had walked from the only place it seems to stop, which is the observatory at the top. That wasn't announced in any of the several languages I could have understood, if it was announced at all. If this is an issue for you, as it is for me, get together with a small tour company that has permission to drive the route. Some wait outside the gates. It was a big disappointment. Yes, it is only a 2 mile walk all the way around but kids, disabled and older people might have difficulty because of the hills, stairs and climate. Lovely place, but don't take the train. I would have liked to see all of it."
Serene and blissful,"As you walk through the entrance, you will be surrounded by beautiful trees with Autumn leaves. The feeling was so calming. Pine trees and other vegetation blanket the sides of the road as you go further. I"
Beautiful scenery,The tourist objective is at the end of a beautiful 4 km walk with great scenery. It gets a bit windy so you can take a jacket .
Lot of climbing down and up,The light house entry is restricted. While climbing down to the basement of the light house please do keep in mind that these steps are to be taken for climbing up. Good view of the kettle Island and sea
4 km walk with nice views,"You can choose the 4km round-trip walk or the train/bus around this park (the train rides were sold out the day we went so we had to walk). If you want to experience a Korean forest without having to a big hike, it's quite nice. The views of the sea are good too, but you can get these at more accessible places."
Beautiful cliff,"Taejongdae is a beautiful cliff slightly away from the city. A must visit attraction.How to reach: from busan station, take exit 7, then from 3rd bus stop, take bus no 101, which takes about 40 mins to reach taejongdae. It is the last stop.I recommend to take the Danubi train after reaching here. It is a hop in hop off train with a ticket of 3000 won for adults. It stops at all attraction points. Even after using the train there is lot of walking involved, so it’s better to enjoy the attraction rather trekking the whole place.First stop is observatory, the second stop is the light house which is the main attraction. Remember going to pebble beach and eating fresh sea food served below the light house adjacent to pebble beach.Lots of walking but worth a visit "
Great Sunset view ,"來太宗台看日落欣賞夕陽。1997亞洲金融海嘯，韓國陷入困境，很多人來此跳海輕生，為了避免跳海成為全民運動，特別立個母子石讓人轉念回頭。There are several great locations to have gorgeous views for sunset. The cliff, the trees, the ocean water hitting the rocks or cliff. One of best sunset views I have ever watched. "
Beautiful coastal area,Walk or take the tram for gorgeous views.A restaurant at the top of the walk offers views and good food.
A must visit in Busan .. Great views of the geoliths,Be prepared to spend at least half a day in this reserved park. A number of fantastic views especially the observatory tower with a view of the rock cliffs. 
Slopes & steps aplenty,"From Seomyeon station Exit 1, walked about 100m to the bus stop for Bus 88 (hint: in front of Daiso). Apparently bus 66 goes to Taejongdae too - check with the driver before alighting. Took bus 88 to the last stop (I lost count after 15 stops, about 40 mins ride) at Taejongdae Bus Terminal - driver will shout for all to get off the bus. Walked to park entrance and up the slope to a square where the Danubi train ticket office is. Due to the morning rain, the train wasn't running (yikes) cos the roads were slippery. So, we bought some hot snacks from the convenience store to power up before the uphill walk to the observatory and lighthouse - park highlights. Turned out it wasn't so bad in the cool shade. The observatory was quite nice, had an eMart for those wanting to get even more snacks and souvenirs. Also a food court + bakery at the lower floor. Good view of Tea Kettle Island (which I didn't think resemble a tea kettle). The ferries going back and forth were quite entertaining cos we could hear the loud music and announcements on board - imagined how the passengers felt.A short 5 min walk, we were at the stairway down to Yeongdo Lighthouse. Many many steep steps later, we reached the lighthouse. There was some renovation in progress and Sinseon Rock was closed - a pity. Some of us joked about the ""wife waiting for husband"" rock which was next to Sinseon Rock - half the team were singles :)) We took the spiral staircase up the lighthouse - 360view was ok but the space was quite stifling as there was no ventilation. From the lighthouse, we made further descent to the ahjummas at their seafood tents - kinda pricey sashimi (we ordered a flounder-looking flat fish for KRW40k) - alive and kicking. I reckon the bill included the atmosphere. 45 mins later, we climbed the never-ending steps up to the main road, powered by sashimi calories. By then, the Danubi train was running but we decided to retrace our steps and walk back to the park entrance - mostly downhill for 2+ km and save a few wons for icecream.Took bus 66 back to Seomyeon station - bus stop was next to bus terminal (hint: where all buses were parked) - 30+ stops / 45 mins. Grab a seat. Bus 66 also passed Lotte Dept Store and Lotte Mart next to Jagalchi Market."
"Good view of the surroundings , haeundae beach and sea !",A very worthwhile trip to the coast to see the beautiful scene of the skyscrapers majestically protruding out of the clouds and the white silky beach of Haeundae. Also really nice breeze that just makes the atmosphere so peaceful and calm. 
Amazing and beautiful place!,A trip to Busan is not completed without a visit to this beautiful area. The lighthouse is located at the cliff surrounded with beautiful scenery. The steps down may be a little scary especially when it is windy. A stop to the little cosy cafe located there is a must. A must visit place for avid photographer.
Great Busan Park ,"I will recommend taking a danubi train (3,000 won each) if you bring the elderly or small kids. The entrance basically is free of charge. You just need to pay for the transport ""train"" service. Incredibly beautiful leisure park that the whole family can enjoy. "
A beautiful attraction with a good view of the sea,"We took Metro line 1 to Nampo station and exited from exit No 6. Then we took a local bus No 88 (you can also use bus 30 or 66) and got off at the terminal in front of Taejongdae resort entrance. We walked all the way to the observatory, stopping along the way to look at various attractions. Must have taken us about an hour before we reached the observatory, which is the main attraction here. If you do not wish to walk, you can ride the hop on hop off Danubi Train and stop at the various sights. We spent almost an hour at the observatory area before walking back to the main entrance and taking in more sights along the way. All in all, it was a worthwhile half day spent here."
Wonderful walk during sunset,"Taejongdae is located right along the coast of Busan, I spent around 45 minutes walking uphill and downhill to reach the lighthouse and the coast. The view was amazing, with the cliffs and the sea, I loved it. I think it is better to visit around sunset time,"
overlooking the sea,"The cliffs of Taegongdae puts you face to face with South Korea’s southern coast. In fact, it’s on the southern tip of an island off Busan, the Yeongdo Island. The entire area is a national park and designated as one of 28 monuments in Busan. This southern tip of Yeongdo-gu is named after the 29th King of the Silla Dynasty, King TaeJong who apparently loves archery and practices from this cliff point. Since Taegongdae is a park on a hill perched facing magnificent ocean views, walking around the park would definitely make you sweat, unless it’s winter. If you don’t want to walk the park, there’s a train that goes around the part that lets you get on and off. Save the walking, but you’ll lose out on achieving those steps on your fitness tracker. :)Taejong-Dae lighthouse. Below this lighthouse is a rock that legends say is where gods and goddesses came down from the heavens to relax. I guess even gods and goddesses need a break too, and Taejong-Dae, with its magnificent cliff views of the ocean is an excellent choice. Venture down below the lighthouse and you'll find ahjumas (aunties) selling right of the sea seafood. Fresh octopus, as in still living is served raw on makeshifts by the cliffs. The octopus is cut open in front of you, served while the parts are still moving. Eerie, somewhat disgusting yet fascinating. Eating raw seafood that's still moving is definitely part of the charm of Busan. I just couldn't move past the wriggling parts. Sitting on a rock by the sea. Ocean waves crashing underneath with winds running chills through my bones. All I could think about was how much I needed this good moment to remember."
Buddhist temple ,"Beautiful place to visit) we loved the view from the cliff. Though if the weather is hot, it will be very difficult to go up and down the stairs especially for orderly. There is nothing special about the temple, but the scenery is amazing. "
Beautiful View,"One can spend a few hours in this place for hiking or simply enjoying beautiful views. There is a tram in the park to take you from one location to the next stop. When you are done, there is an decent place to enjoy some Korean noodles outside of the park."
Good walk and workout,The weather is fantastic as it is windy and not hot. The park train that take passengers to the different locations are quite frequent and the journey is quite short from one location to another. Overall I would considered it quite a good walk and i had a good workout climbing the stairs!
Wonderful attraction with great views!,We stopped here as a group. We took the tram up to the top and the views were magnificent. We enjoyed fish cakes from the roadside vendor at one of the stops and took in the fresh air with some breathtaking views.I would highly recommend this attraction!
Quite a trek but worth the view!,"Be prepared to walk a lot! Though there's a tram to go around the entire place, you'd have to walk towards the lighthouse and it's a bit of a trek, with lots of stairs. Worth it, though. The structures combined with the view of the sea is simply breathtaking. "
"Triple treat on train, foot and boat","Taejongdae Park is located on one of the many fingers of headland in Busan. It is easily accessed by Busan Metro and bus. We arrived at the place fairly early in the morning to catch the Danubi Train before the busloads of tourists appear. At ₩3,000 per ticket, the hop-on hop-off train ride saves you the effort and time to walk up the rather steep hill. At the same time you can enjoy the scenic views along the way. We alighted at the Yeongdo Lighthouse station and proceeded along a fairly long flight of stairs to reach the iconic lighthouse. There are viewing platforms at the lighthouse for you to admire the square block cliffs and azure waves of the sea. Returning to the base station by the train, we also opted for a boat cruise to view the Yeongdo Coast from the sea. At ₩10,000 per ticket, it was well worth the price to sit on the open deck and ride the choppy waves. The exhilarating round trip made one short stop and travelled as far as Oryukdo Island before turning back to the Taejongdae pier."
Beautiful!,"I must admit, it's a long walk to get here. There's usually a bus that takes you directly to this location. I would recommend paying to get there quick. It's beautiful but it shouldn't take the whole day especially if you're only staying in Busan for a short amount of time."
A place worth to visit,"I went to Taejongdae twice - once in May 2016 and once in June 2017. Both were fulfilling but very different experiences. In May 2016, the Danubi ride around the park was closed and we had to hike up to the Lighthouse which took around 1.5h at normal speed(a bunch of 20 year olds). I was able to climb down onto the rock structures and snap photos at the Lighthouse area, and it was honestly one of the highlights of my trip to Busan. Afterwards, we didn't have to climb back up all the stairs again because there were free ferry rides sending visitors back to the entrance of Taejongdae. However, in June 2017, the Danubi rides were open (thank god) but the path to the rock structures were closed(and I don't know for what reason). There were no more ferry rides so we had to retrace all our steps to take the Danubi train down again. It was tiring to say the least. However, my family and I enjoyed a plate of fresh seafood right above the rocks and beside the sea(You''ll know where I'm talking about if you go to the Lighthouse). We ordered a plate of sanakji(live octopus) and some form of orange seafood for 30,000won. Pretty expensive, but worth the one time experience!"
Beautiful sceneries,"We went here in summer ,june 2017.and luckily it held flower festival in taejongdae temple.we only have 2.5 hours in this place,so we chose lighthouse and flower festival.Lighthouse is really beautiful,with lots of steps..you can see 'sea,steps,forest',very beautiful... If you are quite strong in walking..you can go downstairs till the beach..and of course you must go upstairs...yaaaa...quite tiring. And after that,we stop at Taejongdae temple..beautiful flower hydrangea festival..we'd never seen it before.."
Must visit place in Busan,"I went up to the lighthouse walking and came back in the bus provided (3000 KWR). The view looked amazing. You many need to climb up and down wooden stairs to reach the place. The are also some look out points on the way from the gate to light house, the walking along the road creates a positive feel."
One of the must see in Busan,"I've visited Taejongsa temple twice, the day before the festival started and the festival day on June 24. There's so many people even I arrived there early 6am in the morning. I recommend to visit here at evening before the sunset which is much better. And it's located at the top of the mountain so you should wear comfortable shoes. "
Must Visit,"The walk from the entrance to the lighthouse is about 1.9km uphill (gradual). Nothing very interesting on the way up. Once you're at the entrance to the lighthouse, it's downhill all the way. We were there around 6pm (still bright due to longer daylight). The walk to the waterline was fought with bitterly cold and strong wind, so go prepared."
A great place with great views,My 2nd visit and love the place as usual. Its windy and beautiful sceneries. Highly recommended to others who visiting Busan
Have a break ,"Take a little break from the bustling city and enjoy a short trek along the park. Ignore the tram and take a walk instead. It's peaceful and best of all, it's free! Drop by the various attractions like pebble beach, observation deck and tower. Remember to head down to the beach area and take photo with the rocks at the bottom of the cliffs. I would say this would be one of the main attraction and you can spend half a day over here! "
열차를 기다리며..,"We bought tickets for the Danubi Train and we went around sightseeing. Overall place is great; however, the Danubi Train made us wait over an hour at a station and the conductors just completely ignored us. I came from America to this place, and as a fellow Korean, I have to say that I was ashamed. 다누비 기차표를 끊었는데 한역에서 1시간을 넘게 기다리게 만들고 사람들을 쌩까고 그러네요. 장소는 너무 아름답고 좋은데 열차가 진짜 열받게 하네요. 미국에서 부산까지 내려왔는데 진짜 버스 서비스 실망이네요."
Highlight of Busan,If u have time to cover one main attraction then make it this one. Totally worth it. Its a little out of the way as u need to travel about 40mins in bus. I made a mistake by taking a looped bus so wasted a lot of time. So do ask bus driver to confirm. Once there..u will know cos its the last stop n everyone will alight. Walk up slope to catch the tram (or they called it train). Treking on foot will take u hours so the tram is recommended so that u save some energy to reach downslope where the tram cant go. The full journey is about 4.7km by tram but its more on foot for sure. I will recommend u dropped off at first stop at observation deck and take all the photos there. This is also a good stop to eat as there is a food court and cafe and a restaurant there..so its a goof refuel place. Very scenic and calming walk. Enjoy sea breeze. Take lots of photos!
A place with beautiful seascape,"The landscape was very beautiful. My friend and I took Taxi over there, and it's very convenient. You also can take the bus to go there. We stay in Taejongdae for more than two hours and took a lot of photos. But I still felt a little bit of cold, when the wind blowing."
"A must see, but pick a sunny day!","This was a trip we really wanted to do. Sadly we picked a cloudy day and there was no visibility. The walk up to the top was pleasant and we enjoyed that. You can also take one of the tourist trains, but it was an easy walk and would be ok for most people. We could not see a thing out of the Observatory, but judging by the picture on display, it would be stunning on a clear day. I would recommend."
Sea is really beautiful,"it's definitely worth visiting. Views are amazing, nice hidden pebble beach and small market of fresh sea food. There are several attractions and most of them are on the mountain, also if you turn right there will be pebble beach, places to eat and cruise boats. If you'll get straight then there will be road to hill. You can buy tickets for train car or go by foot. Train stops at every attraction and you can use next one after you done looking at it. Try to come down at second stop it's got sea food market and hidden pebble beach. It's a bit hard to come up but place is really nice just bring some water with you."
Time to enjoy the ocean,I went there in the afternoon with my friend. We didn't buy the ticket for the bus but just strolling along the coast. It takes you about an hour to walk along the whole coast but of course some extra time to stop and take photos of the view.
"Wear your most comfortable shoes, and make this your first and only big outing","I am glad this was our first outing and not our second. The second outing we planned was not as pleasurable as, we were quite spent!We took local transportation. (Nampo station and exit to Youngdo Bridge. Walk up the bridge a bit and there are buses going to Taejongdae (No. 8, 30, 66, 88, 186) and it takes about 30 min. per previous reviewer) We took a shuttle train (Danubi) for convenience and got out at the first stop. You can hop on and off anytime. There's an observation platform, which has a few eateries/convenient shop, and a rest room. We took some time taking the view in.We hopped back on the train, and went to the lighthouse exit. We have a family of 5, 3 of our kids are 15-23 years old, and my husband and I who are just 50, and pretty fit. It really wiped us out. It could be we've been walking around all week, and the fact that I and family wore sandals, not thinking this would be strenuous at all. The stairs are steep (not all but still), and there are a lot of them! What felt like forever to get to the lighthouse, my legs turned into mush, and I couldn't gather the energy to climb the spiral staircase to reach to the top. The rest of my family did, however, and they said the view was spectacular and worth the trek up. I was happy with my view from the platform ""resting"" area so I didn't feel like I missed anything. We rested until we felt ok enough to walk back uphill. I rode the train for the rest of the journey, and by the time we were done, it was around 3pm, so we ate at the first restaurant nearby the bus depot, and took the bus back home. I read somewhere that this needs about 2 hours, and I would say factor in commute time to get there (metro and bus), waiting for lines to get tickets on train, waiting to get back on the Denube train, etc, because that will affect your energy level by the time you actually do the hard core walking around. We went to Gamecheon after, and I loved it, but I think it would've been more pleasurable if we were not in pain. Taejongdae is spectacular and highly recommended. Just plan accordingly, and have expectation that it is physically challenging, and wear the right shoes! If you found this helpful, I'd appreciate helpful thumbs up. Thanks!"
Lovely nature,"Take a boattour, you will love it! We saw dolphins. A lot of green, nice colour water, islands in the far view"
Seaview,We took a bus to this place (bus no. 101) fare was 1.3k per pax per way. Nice to take the bus there where u can see more thing along the way. Once u reached the place u will need to walk up a slope to the information counter to buy tickets for the mini train ride coz it will be easier or you will have to walk the hilly coast. Fare 3k per pax. Train will move and stop then u can enjoy your time and wait tor the next train. Great place to explore the sea coast area n a beautiful Seaview. There is a light house with great photo shot area.
Good place to free your mind,"In Busan, its all about sea view. But any how, this place is good to free your mind. Bear in mind, when you purchase the small train ticket, it comes with train number, so there is no need to queue up, when the big display screen show your train number only you queue(walk to the front). there is nothing much for 4th location-taejongshi(temple), many people didnt visit this place, as a result, we cant get on the train to go back to the entrance, the train is always full. so, you may consider to skip it also. "
a very nice walk around the penninsula. .,"Went yesterday and it was a very decent walk around passing the history museum and lighthouse etc. . yes, all up was a decent visit. ."
Great view!,"I recommend taking the Danubi train and then taking the coastal walk down to the light house. The train goes around the Taejongdae area with a few stops. Train tickets are 3,000 KRW each and you can hop on and off the train unlimited times. Last train is at 6.30pm. Taejongdae is a rock beach and while it is difficult to get all the way down to the beach, the view of the sea and the lighthouse along the coastal walkway is very beautiful."
The cliffs! ,"We didn't get a chance to walk down to the cliffs when we visited but that would have been cool. The lighthouse and the view was great. Very serene. If you don't want to take the trolley, hiking up by foot is permitted. "
Great vast sea view with rocky edges,"Taejongdea is basically a park with a lot to see. You could either choose to trek the area or commute around in their tram services.You have to be ready to spend longer hours if trekking.Taking their tram service would cut down the hours in walking.In order to reach the lighthouse, you will have to walk a number of flights of stairs to get there.Upon reaching, you will be greeted by the vast ocean.However, that is not the end.If you still have the energy and time, head down further to the rocky coast.This meant that you have to conquer more stairs to reach the bottom coast line.Along the way down to the coast line, there is a traditional seafood shop selling fresh seafood with a great view.There is a great spot for photo taking along the coast line.However, please be careful as it is very slippery due to algae growth on certain rocks.And a reminder, the number of steps down is the number of steps up for the tram."
A Wonderful Outing,"The views are excellent, the sea is gorgeous, the Buddhist temples on the way are beautiful, and the walk up many, many small hills and steps is invigorating but is not too strenuous. We are both elderly and had no difficulty in navigating the hills and steps! Overall we thought our outing to Tarjondae was quite wonderful and would be very worthwhile for most tourists!"
A must-see in Busan,"It is quite easy to go. Take the metro to Nampo station and exit to Youngdo Bridge. Walk up the bridge a bit and there are buses going to Taejongdae (No. 8, 30, 66, 88, 186) and it takes about 30 min. The views are excellent and there is a shuttle train (Danubi) for convenience. There is a walk down the hill to see the Yeongdo Lighthouse and the ""Light beyond limitation"", the red-blue circular structure. From the observation platform, where there is a convenience store, one could see the Tea Kettle Island. I went there in late March and there are beautiful magnolia flowers."
 Must see,Beautiful but be prepared to exercise going up and down stairs when you go see the lighthouse. It is a must see during the day or for a sunset
Not bad but not spectacular either,Not accessible for wheelchair users. Went one round on the tram and waited while my family went to the observatory deck. They did enjoy themselves though. 
Interesting lighthouse and scupture,Went there late afternoon and took the tram to the designated stops. The observatory was pretty much a look out point with a cafe on the top level. Did not stay long there. Walked over to the next destination which is the lighthouse and path to the lower rocky and rugged coastline. Saw the nice pointed sculpture along the way and a little island nearby. Sightseeing boats were passing by as the sun set. Managed to catch the bus back to the gate before dark and skip the next destination which is the taejong temple. 
Amazing view,I confess we had some trouble understanding the bus audio insisde Taejongdae which caused a bit of a discomfort but we managed our way there and enjoyed the great view... some people were definetly going to forbidden places and doing dangerous stuff so watch out stay safe cause the wind is really strong and can drag you around.
Rainy day,"I came here on a rainy day, so the train to the lighthouse did not work. Thus, I had to walk up hills for around more than 30 mins to the lighthouse. However, it was paid off once the scenery was gorgeous."
Awsome place for a day in nature.,Good hiking and walking. Lots of open space with wonderful ocean views. A must to enjoy the nature of Busan.
Taejongdae clam tents,"Found Taejongdae clam tents to be better than Jagalchi market. Advantages- Minimal tourist in the area, thus they spoke very little English. Thus you pay what local pays.- Seafood BBQ in front of the beach, very relaxing and peaceful. Feeling more at home.- Difference flavour and the way you cook.- Seafood includes clams, mussels, prawns, very big clams but inside meat are like XL scallops, Disadvantages- No fishes or Alaska king crab on sale- 3 tents/restaurants selling seafood"
Must visit if come busan,The location is awesome .i went there by bus then purchase ticket of tram vehicle .the view was nice . Have coffee shop resturant .i really enjoy
Excellent,Beautiful spot on the coast....well worth the visit.....a good half day. Easy to get to by subway and bus.
Nice and calm,"Went there after 2pm. Although the place (most of it, tge observatory are and the area of the lighthouse) are under reconstruction, quite many ppl were there. I guess on a weekend and when it's open it will be packed, our visit was not that bad. Nice view of the sea, quite athmosphere. 2000 wonn/person for the ""train"" ticket was cheap.Nice area to walk around. If you have time while in Busan, then go there."
Nice Sunset,"Went there around dawn, joined the tour train. However, there is no English translation so we don't know it is almost the last train. Just follow the crowd and get off the train to take photos. Cannot find the spot because there is no English direction or signage. Jump back to the train and just follow the crowd again. When we arrived the final destination, everyone has gone in a second. All shops have closed. We went down to bus station, no one is around. It is like a dead city. Asked the bus driver and try to head back. He said no, then i turned round and fell from the bus. Bus driver did not see me and drove away. I was almost rolled over by the bus. What a bad memories in there. Watch out for the road uneven and the bus driver attitude."
Great place! Lots of walking on lighthouse area,"This was a great stop if you want more nature in your trip. There was a wait for us to ride the train but it is well worth it. The ENTIRE trip up is uphill. Then when you want to check out the attractions you will also need to do stairs. The observatory stop is nice but I recommend going to the second floor area by the cafe. It was less crowded and provided the same view as the main lobby area. The light house can be walked to from the observatory, or you can catch the train. The light house trail is great, lots of views and steps. Be prepared to walk a lot! "
Garden walking,"Nothing much to do there other than visiting a deserted temple hidden inside, walk around the greens, taking mini train and take pictures nearby the lighthouse. Suitable for leisure walk only."
Nice place for photos,"Good place for taking photos. We took the train around the park (highly recommend) and took photos at the viewpoint, lighthouse, cliffs, and temple"
Great seaview,"Take a metro to Nanpo station, then take a bus 30 to Taejongdae then you can either take bus in @10K won with a ferry ride Remember to bring thick cloths and raincoat "
Beautiful scenery and pleasant walk,"This was my first stop in Busan.our family took the bus, they gave us the family discount. We got off at the obsevatory.it wascrowded with many tourists . Odeng was delicious there. We walked to the light house.mysonwanted to go nearthe cliff, and we did go down. It was hard to climb up the stairs, but we took some beautiful pictures down at the cliff. There were some kind of dinosaurs footprints, on the rocks."
Nice scenery,"A great location if you are planning for your outdoor activity in Busan. Nice scenery. You can see a limitless ocean view and some traditional Korean temples in this area. If you take the Danubi train (~2000 won per head), you can hop on and hop off to 5 major attractions in Taejongdae Park. Should definitely stop by the observatory and the lighthouse for some good photos and good hike. "
Awesome lighthouse. ,"A lot of slippery steps so make sure you have grippy sneakers. Really nice and well organised hike (not really a hike, just a walk around a really big park) but well worth a visit. "
"Nice scenery, bad train service","We bought the train tickets which allow us to hop on and off at different stops. Once you get off the train, it is very hard to get back on. All the seats were taken. The staff was rude. We ended up walking all the way back. "
Breathtaking view,"To enjoy full experience of what Taejongdae have to offer, go up the hike to every station and view points. On a bright day, can see Japan! What amazes me the most is the hike down to one of the station, eat sea urchin while waiting for a boat ride back to the entrance by sea!"
A must visit place in Busan,"Make sure to allot at least 2 to 3 hours to visits the place.Check the lighthouse if you have time, you can go down the mountain to reach the lighthouse."
To long walk,The walks there are not really worth it. The views are not spectacular and it is kind of boring to walk around!
Great place to walk around,"I didn't know the park was so big, and I didn't wear comfortable shoes that day. So my feet hurt so much after walking around, but it was worth it. The air was fresh and clean, it was nice to walk without sweating (I would be soaking wet if I walked like that for 5 mins in Singapore). It is a must-go place, but elder people won't be able to walk the whole park."
Some cracking views,"Taejongdae offers a circular walk around a forested area on the coast that is less strenuous than Igidae Park. There is an observatory that looks out to the sea, a lighthouse you can climb, and a couple of Buddhist temples. If you don't want to walk, there is a land train that circles the park for only ￦2,000."
My favorite spot in Busan :),"I walked from the start till the end and i guess it took around 4-5 hours as I stopped at every spot and explored a bit. I recommend you to walk if you have time as the walk itself is not difficult and it would be a very good activity for relaxation, remember to bring some food though. You get to really enjoy the views and get the most out of your visit if you walk instead of taking the bus. The views of the sea and rocks at taejongdae were fantastic, better than the views from the igidae park but there were more tourists in taejongdae.Definitely come on a sunny day so you get to see the best views."
Tiring walk but nice scenery,"We took a public bus to the park and then walked all the way to and back the park. Took us over 3 hours. Quite tiring but nice cool winter weather (about 7 degrees C). Those who find the walk tough can take a tram ride though we find it not worthwhile to pay for the 2,000 KRW ride. Just take a slow leisurely walk.Good places for photos along the way. Nicely maintained park and there was an art exhibition going on at the exhibition hall."
BEAUTIFUL!!,"Luckily my friends and i opt for the tram (KRW 2000), because its a long walk to get to the lighthouse. we went in the morning, weather is nice and windy. Please wear a proper shoes there. Spend almost 3 hours enjoying the the beautiful scenery and having fun taking pictures."
Nearest to Sea,nice seafood at the button of the hill. The sunset is very nice. I suggest you can take 4-5 hrs here. 
rewarding,super great of view of the sea and the rocks! although getting there is a bit rough at the end of it is a great reward of a great view
Beautiful! You must go~,"It took us a while to get to Tawjondae from Haeundae but I must say, we were amazed by the view! We took the ferry to go there. I recommend going there early in the afternoon. Bring some snacks with you and a cup of tea/coffee. And also, make sure to bring one plastic bag because you cannot leave your trash there. My husband and I would love to bring our families here. The water is quite magnificent. Busan is beautiful. "
Spectacular view of the sea and cliff ,"We got there extra early by reaching Nampodong station at 8.30 - used exit 6 and waited at the second nearest bus stop to the exit (take either bus 8, 30 or 88). Our journey took only 25 mins since there wasn't much traffic (taejongdae is the last stop)In winter, the Danubi train starts at 9.20am. Pay 2,000 won and they will bring you to the lighthouse and 3 other stops. We spent a good one hour on the lighthouse with a good look of the sea and cliffs. The other attractions are just so so - we decided to skip. Definitely worth a stop - the bus ride is pretty scenic too."
Unexpectedly good,Was thinking to choose between Bomeosa and Taejongdae for a half day trip on my last day in Busan before depart to Jeju. Turn out to be surprisingly stunning than what I expected. Definitely love this place.
Good sea views but not a lot more,"This is a location to come for a walk. In fact if you did not take the tram (2000 won/pp), then it is a very long and uphill trek to the lighthouse, which we consider the pinnacle of this attraction, which is otherwise free to the public.Do not stop at the viewing platform (1st stop) because it is under renovation as of November 2016. Perhaps it will be ready for visitors in 2017? 2nd stop is at the lighthouse, which still requires a good number of stairs to descend to (and back up). Climb the lighthouse to just below the beacon. Great views from there. We saw many folks walk the small tracks to the cliff tops overlooking the sea. If you have time this can be a wonderful thing to do - to take a ""dangerous"" selfie. At the base of the lighthouse is a jetty with cruise boats that take you around the coast. If not, have some seafood with the vendors there.Best time to visit is probably the afternoon when the sun is shining from the other direction, as the views look eastward."
Nice view,nice view. you can choose to walk or pay betwen KRW 2000 for the tram. Need a good sport shoe to walk as is climbing up to see the view. Tuorist can get free stroller and wheel chair with only put your passport at the info counter. The staff cant speak english well.
Little over-rated,"I don't wish to hike up ,and then get a view of the Korean coastline and just come back.Some gardens,flowers,trails etc would add to the attraction but sadly,all I saw was the Memorial to the Med Corps outside the park and the gorgeous view of the bay."
